"","Hyllypaikka","Tekijä","Nimeke","Lainojen.lkm.","ISBN.ISSN","Julkaisuvuosi","Vuosi"
"769"," 84.2 JÄN","Hämeen-Anttila, Virpi.","Tapetinvärinen : toisten muistelmia",684,"978-951-1-26448-4","01","2012"
"770"," 84.2 JÄN","Harry Potter and the deathly hallows.","Harry Potter ja kuoleman varjelukset. Harry Potter and the deathly hallows. [Videotallenne] =Osa 1Part 1.",557,"5051895063095","01","2012"
"771"," 84.2 JÄN","Hill, Eric.","Puppe menee juhliin",602,"951-1-12330-0","01","2012"
"772"," 84.2 JÄN","Hustvedt, Siri.","Kesä ilman miehiä",829,"978-951-1-25196-5","01","2012"
"773"," 84.2 JÄN","Jalo, Merja.","Jesse muotikoira",553,"978-951-0-37277-7","01","2012"
"774"," 84.2 JÄN","Kallioniemi, Tuula.","Faneja ja fossiileja : [Reuhurinne]",509,"978-951-1-27300-4","01","2013"
"775"," 84.2 JÄN","Kinney, Jeff.","Neropatin päiväkirja. 3,Viimeinen oljenkorsi : Greg Heffleyn julkaisu",575,"978-951-0-37085-8","01","2013"
"776"," 84.2 JÄN","Knutsson, Gösta.","Pekka Töpöhäntä suksilla",733,"951-20-3971-0","01","2012"
"777"," 84.2 JÄN","Köngäs, Heidi.","Dora, Dora",888,"978-951-1-25970-1","01","2013"
"778"," 84.2 JÄN","Kortelainen, Anna.","Ei kenenkään maassa : romaani",495,"978-951-31-6655-7","01","2013"
"779"," 84.2 JÄN","Kunnas, Mauri.","Hurjan hauska autokirja",969,"978-951-1-12758-1","01","2013"
"780"," 84.2 JÄN","Kunnas, Mauri.","Seitsemän koiraveljestä : koiramainen versio Aleksis Kiven romaanista Seitsemän veljestä",910,"951-1-18100-9","01","2013"
"781"," 84.2 JÄN","Kyrö, Tuomas.","Mielensäpahoittaja [Äänite]",591,"978-951-0-36642-4","01","2012"
"782"," 84.2 JÄN","Kyrö, Tuomas.","Mielensäpahoittaja ja ruskeakastike [Äänite]",525,"978-951-0-38999-7","01","2012"
"783"," 84.2 JÄN","Leon, Donna.","Kasvot kuvassa : komisario Guido Brunettin tutkimuksia",636,"978-951-1-25010-4","01","2013"
"784"," 84.2 JÄN","Louhi, Kristiina.","Ainon kanssa",520,"951-30-9412-X","01","2012"
"785"," 84.2 JÄN","Mankell, Henning.","Savuna ilmaan",743,"978-951-1-23943-7","01","2013"
"786"," 84.2 JÄN","Marklund, Liza.","Elinkautinen",499,"978-951-1-22219-4","2011","2012"
"787"," 84.2 JÄN","Melling, David.","Älä huoli, Huuko!",503,"978-951-883-221-1","2007","2012"
"788"," 84.2 JÄN","Mina, Denise.","Petojen kaupunki",576,"978-952-01-0844-1","01","2013"
"789"," 84.2 JÄN","Muumin no takaramono","Muumipeikon aarre",486,"978-951-31-5010-5","01","2013"
"790"," 84.2 JÄN","Nopola, Sinikka.","Gekko, Puupponen ja suloinen Rose",501,"978-951-0-37572-3","01","2012"
"791"," 84.2 JÄN","Nopola, Sinikka.","Risto Räppääjä ja kuuluisa Kamilla [Äänite]",571,"978-951-31-5081-5","01","2013"
"792"," 84.2 JÄN","Nopola, Sinikka.","Risto Räppääjä saa isän [Äänite]",529,"978-951-31-6358-7","2009","2013"
"793"," 84.2 JÄN","Nopola, Sinikka.","RR kuin Risto Räppääjä",872,"978-951-31-5718-0","01","2012"
"794"," 84.2 JÄN","Nordqvist, Sven.","Viiru puijaa Pesosta",725,"978-951-31-0340-8","2011","2012"
"795"," 84.2 JÄN","Oranen, Raija.","Nimeltään Kekkonen",859,"978-951-851-365-3","1993","2012"
"796"," 84.2 JÄN","Pakkanen, Outi.","Julma kuu",1378,"978-952-5918-70-0","01","2013"
"797"," 84.2 JÄN","Pakkanen, Outi.","Talvimies : jännitysromaani",609,"978-951-1-22087-9","2011","2012"
"798"," 84.2 JÄN","Pättikangas, Eira.","Kun tuuli kääntyy",508,"978-951-23-5238-8","2010","2012"
"799"," 84.2 JÄN","Pettersson, Torsten.","Aakkosmurhaaja : jännitysromaani",514,"978-952-202-380-3","01","2013"
"800"," 84.2 JÄN","Remes, Matti.","Tappaja",847,"978-951-31-7126-1","2004","2013"
"801"," 84.2 JÄN","Rissanen, Pirjo.","Kamomillasola",1025,"978-951-20-8801-0","2010","2012"
"802"," 84.2 JÄN","Roberts, Nora.","Jotain vanhaa",542,"978-951-20-8224-7","01","2013"
"803"," 84.2 JÄN","Roberts, Nora.","Kaukainen unelma",622,"978-951-20-7858-5","01","2012"
"804"," 84.2 JÄN","Roberts, Nora.","Unelmien voima",616,"978-951-20-7860-8","01","2013"
"805"," 84.2 JÄN","Ronja rövardotter","Ronja ryövärintytär [Videotallenne].",569,"","01","2013"
"806"," 84.2 JÄN","Roslund, Anders.","Tyttö katujen alta",474,"978-951-0-34288-6","2012","2013"
"807"," 84.2 JÄN","Rowling, J. K.","Harry Potter ja kuoleman varjelukset",781,"978-951-31-4004-5","01","2013"
"808"," 84.2 JÄN","Simpsons confidential.","Simpsonit : salaiset kansiot",479,"978-952-220-557-5","2009","2013"
"809"," 84.2 JÄN","Slaughter, Karin.","Pettävä hiljaisuus",817,"978-951-31-6037-1","01","2012"
"810"," 84.2 JÄN","Sten, Viveca.","Syvissä vesissä",578,"978-952-5918-68-7","2012","2013"
"811"," 84.2 JÄN","Stine, R. L.","Sano muikku... niin käy köpelösti!",485,"978-951-0-35238-0","1990","2012"
"812"," 84.2 JÄN","Vaahtera, Veera.","Onnellisesti eksyksissä",545,"978-951-31-6870-4","01","2012"
"813"," 84.2 JÄN","Wallace, Karen.","Kadonneet kissanpennut",552,"978-951-883-284-6","2012","2013"
"814"," 84.2 JÄN","We honestly can look after your dog,suomi","Me ihan totta osataan hoitaa koiraa",476,"978-951-0-35896-2","01","2013"
"815"," 84.2 JÄN","Webb, Holly.","Yksinäinen Allu",524,"978-951-23-5383-5","01","2012"
"816"," 84.2 JÄN","Widmark, Martin.","Sahramin arvoitus",592,"978-951-31-5233-8","01","2013"
"817"," 84.2 KAUHU","Jarla, Pertti.","Fingerpori. 3",491,"978-952-5768-40-4","01","2012"
"818"," 84.2 KU","","Paratiisitie",501,"978-951-32-2469-1","2010","2012"
"819"," 84.2 KU","","Röllin sydän [Videotallenne].",497,"","01","2013"
"820"," 84.2 KU","Alvtegen, Karin.","Todennäköinen tarina",786,"978-951-0-37945-5","2010","2012"
"821"," 84.2 KU","Bergström, Gunilla.","Mikko Mallikas on oikukas",550,"978-951-31-1010-9","01","2013"
"822"," 84.2 KU","Bergström, Gunilla.","Mikko Mallikas tulee iloiseksi",633,"978-951-31-0395-8","01","2012"
"823"," 84.2 KU","Branca, Daniel.","Mestari ja muusa",511,"978-951-32-2692-3","01","2012"
"824"," 84.2 KU","Eco, Umberto.","Prahan kalmisto",499,"978-951-0-38022-2","01","2012"
"825"," 84.2 KU","Forsgren, Carita.","Perintö",951,"978-951-1-26040-0","2012","2012"
"826"," 84.2 KU","Fossum, Karin.","Paha tahto : Konrad Sejer -romaani",538,"978-951-0-35093-5","01","2013"
"827"," 84.2 KU","Green, Jane.","Vuosi maalla",970,"978-951-23-5461-0","01","2012"
"828"," 84.2 KU","Härkönen, Anna-Leena.","Ei kiitos",533,"978-951-1-22921-6","01","2013"
"829"," 84.2 KU","Jalo, Merja.","Jesse kaverikoira",544,"978-951-0-38463-3","01","2013"
"830"," 84.2 KU","James, Peter.","Kuolema ei riitä",486,"978-952-492-521-1","2008","2013"
"831"," 84.2 KU","Jansson, Anna.","Unissakävelijä",741,"978-951-20-8262-9","01","2013"
"832"," 84.2 KU","Kaarnakari, Ville.","Operaatio Finljandija",490,"978-951-31-6851-3","01","2013"
"833"," 84.2 KU","Kinney, Jeff.","Neropatin päiväkirja. 4, Kovan onnen kesä : Greg Heffleyn julkaisu",562,"978-951-0-38693-4","2011","2012"
"834"," 84.2 KU","Kivelä, Anneli.","Kotiin Katajamäelle",600,"978-951-23-4840-4","01","2013"
"835"," 84.2 KU","Kivelä, Anneli.","Uusia tuulia Katajamäellä",752,"978-951-23-4950-0","2010","2012"
"836"," 84.2 KU","Koivisto, Jari.","Miina ja Manu pajassa",554,"978-951-866-740-0","2013","2013"
"837"," 84.2 KU","Koskimies, Pirkko.","Pupu Tupuna lomalla",535,"978-951-32-3369-3","01","2012"
"838"," 84.2 KU","Kunnas, Mauri.","Etusivun juttu, eli, Kuinka sanomalehti syntyy",722,"978-951-1-11442-0","01","2013"
"839"," 84.2 KU","Lapidus, Jens.","Ainakin äiti yritti : rikostarinoita",632,"978-952-01-0894-6","01","2013"
"840"," 84.2 KU","Les egyptochats.","Faraokissa",547,"978-951-1-25159-0","01","2012"
"841"," 84.2 KU","Lindell, Unni.","Sokerivalhe",833,"978-951-0-39519-6","2013","2013"
"842"," 84.2 KU","McCall Smith, Alexander.","Harhapolkuja savannilla",674,"978-951-1-26227-5","2011","2012"
"843"," 84.2 KU","McEwan, Ian.","Makeannälkä",580,"978-951-1-26933-5","01","2013"
"844"," 84.2 KU","Meyer, Stephenie.","Houkutus",514,"978-951-0-30678-9","01","2012"
"845"," 84.2 KU","Míler, Zdeněk.","Myyrän raketti",823,"951-31-2006-6","2007","2013"
"846"," 84.2 KU","Mustonen, Enni.","Nimettömät",496,"951-1-19759-2","2011","2012"
"847"," 84.2 KU","Nesbø, Jo.","Torakat",615,"978-951-0-34900-7","01","2013"
"848"," 84.2 KU","Nesser, Håkan.","Kokonaan toinen juttu : rikosromaani",732,"978-951-31-6122-4","01","2013"
"849"," 84.2 KU","Niskanen, Jukka.","Pimeän reuna",491,"978-952-492-569-3","01","2012"
"850"," 84.2 KU","Noble, Elizabeth.","Naapurin tyttö",846,"978-951-23-5301-9","01","2012"
"851"," 84.2 KU","Nopola, Sinikka.","Heinähattu, Vilttitossu ja vauva",481,"951-30-9487-1","01","2013"
"852"," 84.2 KU","Pakkanen, Outi.","Yöpuisto",582,"978-951-1-23008-3","2010","2012"
"853"," 84.2 KU","Parvela, Timo.","Ella ja Pate",669,"951-31-1632-8","01","2012"
"854"," 84.2 KU","Pasanen, Eero.","Kononen ja kunniavelka",513,"978-952-01-0902-8","2010","2013"
"855"," 84.2 KU","Perttula, Pirkko-Liisa.","Kummitusperhe Kammoset",607,"978-951-1-22868-4","01","2013"
"856"," 84.2 KU","Pilkey, Dav.","Kapteeni Kalsari ja puhuvat pöntöt",912,"951-31-2381-2","01","2012"
"857"," 84.2 KU","Pilkey, Dav.","Kapteeni Kalsari seikkailee",975,"951-31-2380-4","01","2012"
"858"," 84.2 KU","Rönkä, Matti.","Levantin kyy",988,"978-951-20-9310-6","1999","2013"
"859"," 84.2 KU","Rooney, Anne.","Kadonnut sukka",499,"978-951-883-200-6","01","2013"
"860"," 84.2 KU","Rowling, J. K.","Harry Potter ja puoliverinen prinssi",994,"951-31-3507-1","2011","2012"
"861"," 84.2 KU","Rowling, J. K.","Harry Potter ja viisasten kivi",1034,"978-951-31-1146-5","01","2013"
"862"," 84.2 KU","Sanderhage, Per.","Rasmus Nalle ja pomppusaappaat",491,"978-952-16-1017-2","01","2013"
"863"," 84.2 KU","Slaughter, Karin.","Pelon huone",510,"978-951-31-5187-4","2012","2012"
"864"," 84.2 KU","Stine, R. L.","Luikeroleiri",594,"978-951-0-35239-7","1997","2012"
"865"," 84.2 KU","Stine, R. L.","Mitä mielessä, muumio?",526,"978-951-0-35236-6","01","2012"
"866"," 84.2 KU","Stine, R. L.","Vampyyrin henkäys",575,"978-951-32-2408-0","01","2012"
"867"," 84.2 KU","Thompson, Jim.","Valkoinen viha",604,"978-951-0-39015-3","01","2012"
"868"," 84.2 KU","Tuominen, Pirjo.","Kotiopettaja",508,"978-951-31-4287-2","1996","2013"
"869"," 84.2 KU","Ullmann, Linn.","Aarteemme kallis",558,"978-951-0-39282-9","01","2013"
"870"," 84.2 KU","Vargas, Fred.","Normandialainen tapaus",546,"978-951-20-8775-4","01","2013"
"871"," 84.2 KU","Wilding, Valerie.","Kaivuri ja kuormuri",502,"978-951-882-941-9","2013","2013"
"872"," 84.2 LA","Arhippa, Pirkko.","Polku pimeään : jännitysromaani",1229,"978-951-883-277-8","01","2012"
"873"," 84.2 LA","Clark, Mary Higgins.","Perinnön varjo",1128,"978-951-31-5892-7","01","2012"
"874"," 84.2 LA","Cornwell, Patricia.","Kuolleiden satama",1032,"978-951-1-25368-6","01","2012"
"875"," 84.2 LA","Jokinen, Seppo.","Sana sanaa vastaan",1059,"951-23-4669-9","01","2012"
"876"," 84.2 LA","Kim, Young.","Houkutus : sarjakuvasovitus. Osa 1",483,"978-951-0-36784-1","2012","2012"
"877"," 84.2 LA","Kunnas, Mauri.","Kummallisuuksien käsikirja",1171,"978-951-1-25207-8","01","2012"
"878"," 84.2 LA","Nopola, Tiina.","Siiri tekee maalin",918,"978-951-31-5932-0","01","2012"
"879"," 84.2 LA","Nykänen, Harri.","Susiraja",1236,"978-952-5918-92-2","2013","2013"
"880"," 84.2 LA","Orkoma, Marja.","Villiruusu 6",1049,"978-951-883-217-4","2009","2012"
"881"," 84.2 LA","Steel, Danielle.","Päivä kerrallaan",1063,"978-951-0-38874-7","2010","2013"
"882"," 84.2 NA","Cousins, Lucy.","Tiedätkö mitä, Maisa?",478,"978-951-0-38135-9","2012","2013"
"883"," 84.2 NO","Cousins, Lucy.","Maisa opettelee uimaan",487,"978-951-0-39779-4","01","2013"
"884"," 84.2 NO","Parvela, Timo.","Ella yökoulussa",590,"951-31-2221-2","2007","2012"
"885"," 84.2 NO","Steel, Danielle.","Päivä kerrallaan",735,"978-951-0-38874-7","2010","2012"
"886"," 84.2 NO","Tuominen, Pirjo.","Naistenvalssi",644,"978-951-31-4935-2","01","2012"
"887"," 84.2 NOV","Cussler, Clive.","Vakooja",714,"978-951-0-38872-3","2013","2013"
"888"," 84.2 NOV","Perttula, Pirkko-Liisa.","Kummitusperhe Kammoset ja kevättä kylkiluissa",606,"978-951-1-23723-5","01","2012"
"889"," 84.2 Novellit","Kunnas, Mauri.","Apua, merirosvoja!",945,"951-1-13330-6","01","2013"
"890"," 84.2 Novellit","Mankell, Henning.","Likainen enkeli",969,"978-951-1-24868-2","01","2012"
"891"," 84.2 Novellit","Nopola, Tiina.","Siiri ja kamala possu",755,"9789513134174","01","2013"
"892"," 84.2 Novellit","Utrio, Kaari.","Vaitelias perillinen",832,"978-951-31-4800-3","2008","2012"
"893"," 84.2 POIKA","Kanto, Anneli.","Huippuvalmentaja",518,"978-951-23-5467-2","01","2012"
"894"," 84.2 R","Adler, Elizabeth.","Unelmien Saint-Tropez",637,"978-951-20-8263-6","01","2012"
"895"," 84.2 R","Aumasto, Marjaana.","Kuin isä poikaansa : romaani",625,"978-951-31-6600-7","01","2012"
"896"," 84.2 R","Brown, Sandra.","Nopeita leikkauksia",576,"978-951-31-6140-8","01","2013"
"897"," 84.2 R","Cousins, Lucy.","Tiedätkö mitä, Maisa?",502,"978-951-0-38135-9","01","2012"
"898"," 84.2 R","Nopola, Sinikka.","Risto Räppääjän elokuvakirja",541,"978-951-31-4478-4","01","2012"
"899"," 84.2 R","Perttula, Pirkko-Liisa.","Kummitusperhe Kammoset",679,"978-951-1-22868-4","01","2012"
"900"," 84.2 RO","","Kirjastokassi.",478,"","01","2013"
"901"," 84.2 RO","","Tom & Jerry.",551,"0357-6493","01","2012"
"902"," 84.2 RO","Bergström, Gunilla.","Mikko Mallikas ihmettelee",536,"951-31-2536-X","01","2012"
"903"," 84.2 RO","Brown, Sandra.","Savuverho",529,"978-951-31-5667-1","01","2012"
"904"," 84.2 RO","Clancy, Tom.","Elävänä tai kuolleena",675,"978-951-0-38026-0","01","2012"
"905"," 84.2 RO","Grisham, John.","Lakimiehet",618,"978-951-0-39106-8","01","2013"
"906"," 84.2 RO","Härkönen, Anna-Leena.","Juhannusvieras",514,"951-1-19449-6","01","2012"
"907"," 84.2 RO","Kallioniemi, Tuula.","Kaahailua ja kepposia",893,"978-951-1-25347-1","01","2012"
"908"," 84.2 RO","Koivisto, Jari.","Miina ja Manu puutarhassa",504,"978-951-866-796-7","2007","2013"
"909"," 84.2 RO","Koskimies, Pirkko.","Pupu Tupuna neuvolassa",574,"978-951-32-3478-2","01","2013"
"910"," 84.2 RO","Lehtolainen, Leena.","Rivo satakieli",613,"951-31-3386-9","01","2012"
"911"," 84.2 RO","Lindgren, Astrid.","Veljeni, Leijonamieli",489,"951-0-06396-7","2010","2012"
"912"," 84.2 RO","Louhi, Kristiina.","Tomppa ja Taatelin maito",544,"978-951-31-5234-5","2007","2012"
"913"," 84.2 RO","Míler, Zdeněk.","Myyrän housut",670,"9789513116972","01","2012"
"914"," 84.2 RO","Neel, Julien.","Päiväkirjaelämää",610,"978-951-20-8461-6","2011","2012"
"915"," 84.2 RO","Nopola, Sinikka.","Heinähattu, Vilttitossu ja vauva [Äänite]",510,"978-951-31-4398-5","01","2012"
"916"," 84.2 RO","Nordqvist, Sven.","Viiru ja Pesonen kettujahdissa",933,"978-951-31-0394-1","01","2012"
"917"," 84.2 RO","Orkoma, Marja.","Villiruusu 6",719,"978-951-883-217-4","01","2013"
"918"," 84.2 RO","Parvela, Timo.","Ella ja jättipotti",921,"978-951-31-4943-7","01","2012"
"919"," 84.2 RO","Parvela, Timo.","Ella ja kiristäjä",526,"951-31-0623-3","01","2013"
"920"," 84.2 RO","Patterson, James.","Kuudes kohde",573,"978-951-0-35838-2","2001","2012"
"921"," 84.2 RO","Rankin, Ian.","Henkiin herätettävät",517,"978-952-5410-68-6","2011","2012"
"922"," 84.2 RO","Red's fire brigade","Rohkeat paloautot",508,"978-951-32-2825-5","01","2012"
"923"," 84.2 RO","Remes, Ilkka.","Shokkiaalto",607,"978-951-0-36724-7","01","2013"
"924"," 84.2 RO","Ridpath, Michael.","Varjojen saartama",526,"978-951-52-3078-2","2010","2013"
"925"," 84.2 RO","Roslund, Anders.","Kolme sekuntia",479,"978-951-0-38040-6","01","2013"
"926"," 84.2 RO","Rowling, J. K.","Harry Potter ja Feeniksin kilta",679,"978-951-31-2907-1","01","2013"
"927"," 84.2 RO","Taponen, Jaana.","Stockan herkku",502,"978-951-23-5607-2","01","2012"
"928"," 84.2 RO","Tervo, Jari.","Esikoinen : romaani",870,"978-951-0-39971-2","01","2013"
"929"," 84.2 RO","Tison, Annette.","Barbapapan numerot",573,"978-951-1-25465-2","01","2012"
"930"," 84.2 RO","Widmark, Martin.","Koulun arvoitus",635,"978-951-31-4745-7","01","2012"
"931"," 84.2 Rom","","Kolme pientä betoniporsasta",527,"978-951-1-22100-5","01","2012"
"932"," 84.2 Rom","Harris, Robert.","Pelkokerroin",507,"978-951-1-26199-5","2012","2012"
"933"," 84.2 Rom","Havukainen, Aino.","Veera lääkärissä",540,"978-951-1-26046-2","01","2012"
"934"," 84.2 SCI","Lustbader, Eric Van.","Robert Ludlumin Medusan valhe",543,"978-951-1-24748-7","2010","2012"
"935"," 84.2 Scifi","Hansen, Carla.","Rasmus Nallen iloinen vuosi",478,"978-951-31-4205-6","01","2013"
"936"," 84.2 SO","Scarry, Richard.","Valintamyymälän arvoitus",479,"978-951-31-5571-1","01","2013"
"937"," 84.2 SO","Sipilä, Jarkko.","Prikaatin kosto",518,"978-951-20-7989-6","2008","2013"
"938"," 84.2 SOTA","Lehane, Dennis.","Kuutamomaili",664,"978-951-31-6485-0","01","2013"
"939"," 84.2 TYTTÖ","","Ankkojen maailmanhistoria. 2, [Antiikin aika]",591,"978-951-32-2893-4","01","2012"
"940"," 84.2 TYTTÖ","","Näin naapurissa : ankan elämää",556,"978-951-32-2882-8","01","2012"
"941"," 84.2 TYTTÖ","Cornwell, Patricia.","Kuolleiden satama",521,"978-951-1-25368-6","01","2013"
"942"," 84.2 TYTTÖ","Genova, Lisa.","Puolinainen",552,"978-951-0-38868-6","01","2013"
"943"," 84.2 TYTTÖ","Johansson, J. K.","Laura",657,"978-951-31-7005-9","2012","2013"
"944"," 84.2 TYTTÖ","Kallioniemi, Tuula.","Konsta, kovanaama",563,"978-951-1-23725-9","01","2012"
"945"," 84.2 TYTTÖ","Kunnas, Mauri.","Puhveli-Billin lännensirkus",651,"951-1-15532-6","2010","2013"
"946"," 84.2 Vii","","Kuulokkeet.",544,"","01","2012"
"947"," 84.2 Vii","Kallioniemi, Tuula.","Karoliina ja lentävä reppu",473,"978-951-1-24126-3","01","2013"
"948"," 84.2 Vii","Kunnas, Mauri.","Koiramäen talossa",575,"951-1-05857-6","01","2013"
"949"," 84.2 Vii","Laird, Elizabeth.","Viidakkokoulu",523,"978-951-882-750-7","2009","2012"
"950"," 84.2 VITSI","Chapman, Jane.","Ei nukuta yhtään!",472,"978-951-883-367-6","01","2013"
"951"," 84.2 VITSI","Teutori.","Miinan ja Manun arkiaskareita",489,"978-951-866-789-9","2011","2012"
"952"," 84.2B","Hallberg, Lin.","Sinttu on paras!",1036,"978-951-31-5842-2","2013","2013"
"953"," 84.2B","Havukainen, Aino.","Tatu ja Patu Helsingissä",1153,"978-951-1-26284-8","01","2013"
"954"," 84.2B","Impey, Rose.","Piraatti-Pete ja varastettu aarre",532,"978-951-883-150-4","01","2012"
"955"," 84.2B","Kunnas, Mauri.","Koirien Kalevala",1184,"951-1-12244-4","01","2012"
"956"," 84.2D","Bergström, Gunilla.","Mikko Mallikas ja Mulperi",536,"978-951-31-2747-3","01","2012"
"957"," 84.2D","Mankell, Henning.","Savuna ilmaan",947,"978-951-1-23943-7","01","2012"
"958"," 84.2D","Rickards, Lynne.","Minä voitin!",508,"978-951-882-863-4","01","2013"
"959"," 84.2D","Roberts, Nora.","Unelmien aika",637,"978-951-20-7859-2","2013","2013"
"960"," 84.2D","Scarry, Richard.","Suuri piirakkaryöstö",546,"978-951-31-5955-9","01","2012"
"961"," 84.2F","","Hölmistynyt herkkukurkku : 400 uutta koululaisvitsiä",515,"951-1-19742-8","2012","2012"
"962"," 84.2F","Cussler, Clive.","Vakooja",598,"978-951-0-38872-3","01","2012"
"963"," 84.2F","Higgins, Jack.","Kostoisku",636,"978-951-20-8406-7","01","2012"
"964"," 84.2F","Hill, Antonio.","Kuolleiden lelujen kesä",707,"978-951-1-25964-0","01","2012"
"965"," 84.2F","Hill, Eric.","Puppe ja yllätyslahja",641,"978-951-1-24199-7","01","2013"
"966"," 84.2F","Knutsson, Gösta.","Pekka Töpöhäntä Amerikassa",687,"951-20-3981-8","01","2013"
"967"," 84.2F","Poutanen, Kira.","Rakkautta borealis",535,"978-951-0-38997-3","01","2013"
"968"," 84.2F","Rosman, Ann.","Noitavasara",541,"978-952-5637-90-8","01","2013"
"969"," 84.2F","Smith, L. J.","Korpinmusta",555,"978-951-1-25049-4","01","2012"
"970"," 84.2F","Tuomainen, Antti.","Synkkä niin kuin sydämeni",543,"978-952-01-0841-0","01","2013"
"971"," 84.2F","Wallace, Karen.","Munavarkaita",567,"978-951-883-285-3","01","2013"
"972"," 84.2Fan","Irving, John.","Minä olen monta",487,"978-951-31-7092-9","01","2013"
"973"," 84.2H","James, E. L.","50 shades. 1, Sidottu",621,"978-951-1-26858-1","01","2013"
"974"," 84.2H","Knutsson, Gösta.","Pekka Töpöhäntä ja lumiukko",584,"951-20-3978-8","01","2012"
"975"," 84.2J","Koskimies, Pirkko.","Pupu Tupuna vauhdissa",522,"978-951-32-2879-8","01","2012"
"976"," 84.2NOJ","Nopola, Sinikka.","Risto Räppääjä ja nukkavieru Nelli",743,"978-951-31-6874-2","2011","2012"
"977"," 84.2NOJ","Taponen, Jaana.","Stockan herkku",661,"978-951-23-5607-2","01","2013"
"978"," 84.2R","Bourgeois, Paulette.","Franklin saa vieraan",675,"978-951-31-4160-8","01","2012"
"979"," 84.2R","Bradman, Tony.","Kanerva ja Rolle",610,"951-882-635-8","01","2012"
"980"," 84.2R","Doyle, Malachy.","Kummitusliiga",510,"978-951-883-137-5","01","2012"
"981"," 84.2R","Gregory, Philippa.","Valkoinen kuningatar",502,"978-952-5637-25-0","2011","2012"
"982"," 84.2R","Holmström, Johanna.","Itämaa",504,"978-951-1-26841-3","01","2013"
"983"," 84.2R","Lindgren, Astrid.","Melukylän lapset [Äänite]",514,"978-951-0-36630-1","01","2012"
"984"," 84.2R","Robinson, Peter.","Outo juttu",535,"978-952-5410-67-9","2011","2012"
"985"," 84.2R","Widmark, Martin.","Kahvilan arvoitus",517,"951-31-3032-0","01","2012"
"986"," 84.2R","Widmark, Martin.","Sirkuksen arvoitus",573,"951-31-3031-2","2013","2013"
"987"," 85","","Hörönaurut : 2000 koululaisvitsiä",486,"978-951-1-24064-8","01","2012"
"988"," 85","","Kurkkuauton arvoitus",548,"978-951-32-3093-7","01","2012"
"989"," 85","Bergström, Gunilla.","Mikko Mallikas on kuningas",734,"978-951-31-6642-7","01","2012"
"990"," 85","Fossum, Karin.","Varoitus : Konrad Sejer -romaani",600,"978-951-0-36253-2","01","2012"
"991"," 85","Hill, Eric.","Puppe saa pikkusiskon",632,"951-1-10827-1","2013","2013"
"992"," 85","James, Peter.","Kuolema peittää jäljet",597,"978-952-492-570-9","01","2012"
